COUNT;OP_ID;EDIT_OPERATION_TYPE;
1;9469280b-225f-40b5-a549-84f78947d54e;DELETE_NODE
2;20b3d6ff-c3e4-4ef9-b281-5043505df407;DELETE_NODE
3;232acb05-4042-4dbb-b56a-e033e152cb41;DELETE_NODE
4;598cbded-9ff2-407e-bbaa-65628def09a8;DELETE_NODE
5;9da52a44-3f92-40c5-8c01-286035d8602b;INSERT_NODE
6;f12ee56d-00dc-46da-9609-71fa556aede9;INSERT_NODE
7;ab2a2d8c-eec0-4a59-b2d1-9875220b44b0;INSERT_NODE
8;67e375e3-dba4-418f-9346-f970f052e89b;INSERT_NODE
9;ccf6d956-f910-4c3e-a48e-3c2c01e7fb11;DELETE_NODE
10;ba574339-7a87-4300-b2ef-966a4331bae2;DELETE_NODE
11;72c07b26-6c25-45d7-8b8b-1fcfaf54ae35;DELETE_NODE
12;1fefea72-541d-4e42-9957-035426517374;DELETE_NODE
13;ef187a69-f3a5-4a21-ad43-a9ee43c6cf00;INSERT_NODE
14;e25c1590-c8e1-4bf8-8fe7-af680330f447;INSERT_NODE
15;082a2938-eef7-4e18-853e-2f33739bd7f0;INSERT_NODE
